title,author,datetime,content,url
메이플 참고 사이트 질문이 있는데요!,고독한서머너,2026-06-30 09:10,"캐릭터 2~3개 한번에 검색해서
(ex : 레테, 렌, 보마)
이벤링 레전 잠재 주문서나 큐브 누르면 끼고 있는 템중에 어디에 쓰는게
효율이 좋은지 한번에 볼 수 있는 사이트가 있었던 것 같은데
무슨 사이트인지 기억이 안나서요 ㅠㅠ
혹시 아시는 분 있나요..?",https://www.inven.co.kr/board/maple/2300/358490
챌섭 질문있어요,곁에,2026-06-30 08:53,"작년에 렌으로 챌썹 1~2달 하다가 접고
1년만에 복귀해서 보마로 챌썹 진행중인데
55000점까지 했거든요 제네패스, 챌린저스패스 + PLUS 구입
해방이 7월 9일쯤인가 예정이긴 한데,, 해방하면 보스가 얼마나 더 가능할지 가늠이 잘 안가서요..
챌린저인가 하려면 무조건 현질 해야하나요??",https://www.inven.co.kr/board/maple/2300/358489
찐뉴비 앞으로 스펙업 계획..챌가능할까요,Isssinod,2026-06-30 07:26,"안녕하세요 이번에 메이플 처음 시작한 뉴비입니다
공략들 찾아보고 질문하면서 여기까지 왔습니다...(검마 파티해서 들어갔다가 도전기회 날려먹기도 햇네요)
280만 찍으면 다이아 되는 상황입니다
1. 레잠 유에잠 하나씩은 무기에 바를 예정인데, 남은 레잠 하나는 어디에다 사용해야 할까요?
2. 보조무기랑 엠블럼은 어떻게 해결해야 할지.....
3. 다른 부위는 어떤 걸 우선순위로 무얼 바꿔나가야 할지
++과금은 월 10만원정도는 계획 있습니다
이렇게 여쭙습니다!! 답변해주시면 너무 감사드리겠습니다",https://www.inven.co.kr/board/maple/2300/358488
메린이 쿨뚝 질문좀요,묭묭일,2026-06-30 07:09,"지금 저거끼고있고 환산 10.3입니다
불멸의유산? 살까하다가
쿨뚝을 저상태에서 윗잠 쿨2쿨2힘10을 사서 전승시킬지
둘중에 고민입니당 어떤게 좋을까요?
글고 전승만약한다면 템암꺼나 추옵 가횟 상관없이 잠재만보고 사오면되는건가요?",https://www.inven.co.kr/board/maple/2300/358487
이틀차 복귀유저인데 못채운출석 메포로 미는게 좋나요?,,2026-06-30 06:35,혜자면 밀까하는데 메포쓸만한가요?,https://www.inven.co.kr/board/maple/2300/358486
검마 솔격 4페 몇분쯤에 진입해야 깰만함?,Funnn,2026-06-30 05:27,배율 120퍼 정도에 지금 연모로 3페만 겁나게 하고 있는데 생존에만 집중해서 한 10분 언더 되는데 4페는 몇분쯤 진입해야 할만함??,https://www.inven.co.kr/board/maple/2300/358485
렌 어빌 벞지,남탓보단반성,2026-06-30 03:37,어빌 마지막줄 벞지or공인데 벞지는 왜써요?,https://www.inven.co.kr/board/maple/2300/358482
보스 파티플레이 중 죽으면 아무 보상 못받나요?,최적화,2026-06-30 03:26,"챌린저스 서버로 메이플 유입한 뉴비입니다
오늘 밤늦게까지 검은마법사 트라이를 했는데 결국 마지막페이지 피통5퍼에서 아쉽게 죽어버렸습니다
그런데 팀원 한명은 격파 성공했다고 저도 격파처리 되더니 아무 보상도 없이 끝나버렸습니다
이런 경우에는 어떻게 해야 되나요? 어둠의 흔적을 위해 하루종일 공략보고 도전했는데...",https://www.inven.co.kr/board/maple/2300/358481
헥사 2 보통 언제여시나요?,우진뽕,2026-06-30 03:04,"마코 전부다 7렙 찍었는데 헥사코어 2여는건 별로일까요?
환산 주스탯 보니깐 좀 뒤에있는데 7렙부턴 뚱에르다 너무 많이잡아먹고 강화코어도 뚫으라하는거 같은데 헥사 2언제 열지 고민입니다 전투력은 4000만정도 나와요",https://www.inven.co.kr/board/maple/2300/358479
루컨마 170급 띄었는데 추옵값 받을 수 있나요?,,2026-06-30 01:41,검환불 남은거 돌리다가 떳는데 이런거도 추옵값 받을 수 있나요? 받으면 얼마에 팔아야되요?,https://www.inven.co.kr/board/maple/2300/358478
미션 울티마 스토리 퀘,,2026-06-30 00:54,"레테 키우는데
도둑과 상인 퀘스트 하다가 평타로 못잡고 소환수가 다 잡아버려서
퀘스트 실패했는데 재시도 어케하나요ㅜ",https://www.inven.co.kr/board/maple/2300/358477
헥사 2 옵션 질문,깡으로버텨라,2026-06-29 23:48,헥사2 옵션 순서 헥사1이랑 똑같이 해야하나요? 환산 주스텟?사이트에서는 첫번째줄 옵션이 보공에서 크뎀으로 바껴서..그냥 보공이 더 낫겠죠?..,https://www.inven.co.kr/board/maple/2300/358473
챌썹 본케 쌩뉴비 입니다! 선생님들 조언 구합니다!,로아재밌나여,2026-06-29 23:32,"안녕하세요 보마 뉴비입니다
너무 즐겁게 게임하구 있습니다!!
환산 3만까지 찍었고
노말 세렌 솔플가능 까지는 재밌게 트라이 클리어 하고 즐기는 중이네요 ㅎㅎ
너무 재밌어서 돈을 쓸 생각을 하고 있기는 한데
제가 지금 템을 산게 하나도 없습니다!  다들 여명셋을 맞추던데
오래 쓸 생각하고 데브펜던트, 여명의가엔링 이 두개를 레레 12 9 9 를 사서 17성을 바르는게 좋을까요?
아니면 미트라나 보무를 먼저하는게 맞을까요?
아직 주간보스 2마리 남아서 스펙 좀더 올려서 검마 칼로스 도전해보고싶은데
미트라 보무는 지금 가격이 너무 높다고들 해서 여쭤봅니다..",https://www.inven.co.kr/board/maple/2300/358472
렌 데미지가 제대로 안나오는데 왜그럴까?,서울커핏우유,2026-06-29 22:34,"환산 8.4 카링 147퍼 도전
자꾸 딜 조금부족해서 못깨..
https://www.youtube.com/watch?v=2ka9j3Cg8gs
이 분거보는데 좀 이상해서 이분은 3페에 어센트 전부쓸때 전체 15퍼정도 댐지들어가는데
나는 12.5퍼밖에 안까여 극딜 대미지도 별차이안나고
승화분리같은거없이 망혼만 털고 극딜들어가는데 내가 뭐 놓치는거 있을까?
연습모드라 버프도 다 들어간거고 헤카테도 켰고 저분 마약버프 적용된때라고 해도 환산차이가 큰데
렌 온오프도 없잖아?",https://www.inven.co.kr/board/maple/2300/358471
챌린저스 패스 지원 물품 받았는데,메린이1578,2026-06-29 22:20,"명성치 이거 일요일에 어빌 50% 줄여줄때 돌릴까요?
200만 있는데 그냥 지금 돌릴까요?",https://www.inven.co.kr/board/maple/2300/358470
이번에 검마를 잡았는데 지금이라도 제네 패스 늦지 않았나요?,윤민혁짱짱쿠,2026-06-29 22:02,원래는 해방 생각이 없었는데 이번에 5인파티로 검마를 잡아버려서 해방을 해야할지 말지 고민 됩니다 지금 제네 패스 사도 늦지 않았나요?,https://www.inven.co.kr/board/maple/2300/358469
제네패스 플러스,,2026-06-29 22:01,"1. 연모로 잡은것도 소급적용 되나요??
2. 리워드는 순서대로 잡아야 처지인정 되나요??
이번달 검마 2인팟해서 해방 밀린김에 친구 3인팟으로 버스?? 태워주기로 했는데 어케되나요",https://www.inven.co.kr/board/maple/2300/358468
카르마 유니크 에디셔널 잠재를 에스텔라귀걸이에 박았어요...,킹킹티,2026-06-29 21:33,"그냥 유니크잠재인줄 알고... ㅠ
쭈욱 쓰면 댈까요...?",https://www.inven.co.kr/board/maple/2300/358467
복귀한 뉴비인데 V매트릭스가 예전이랑 뭔가 바뀐 느낌이에요!,웃는세상,2026-06-29 21:09,호영키우는데 직업코어랑 강화코어중에서 뭐부터 강화해야하는건가요?,https://www.inven.co.kr/board/maple/2300/358466
18성 칠흑 27퍼 쌍레 에디 2줄 22성 가도될까요?,신호준수,2026-06-29 21:00,"이거랑 비슷한 아이템으로 고근 커포 마깃 있는데
22성 가도될까요? 27퍼라 고민이네요",https://www.inven.co.kr/board/maple/2300/358465
피방보상 리프가능?,고르곤졸프,2026-06-29 20:54,"15시간코디템 챌섭에받고 나중에갖고
리프할수있나요?",https://www.inven.co.kr/board/maple/2300/358464
포뻥 vs 그냥 검마 잡기,Funnn,2026-06-29 20:49,"메린이 검마 솔격 트라이 박으려는데 그냥 하면 124퍼 정도임
근데 하이퍼스탯,보약+피방칭호 합쳐서 보뎀 18퍼, 뎀3퍼, 방무 11퍼, 크뎀 1퍼 줄이는 대신에 다 포스에 투자하면 포뻥 딱 되는데 피방에서 몇시간 동안 검마 트라이해야되나 생각이들어서
포뻥해서 검마 도전하기 vs 지금 124퍼로 트라이 박아보기
뭐가 더 ㄱㅊ을꺼같음??",https://www.inven.co.kr/board/maple/2300/358463
플래닛에서 처음 본메 넘어가는 뉴비 직업질문좀 드립니다!,쥬마이팸,2026-06-29 20:26,"안녕하세요 플래닛 건실하게 하다가 고렙이후 할게없어져서
먼저 간 선발대 친구 들 따라 본메 처음 해보려고 하는데
유튜브에서 직업별 스킬은 다봤는데 제가 감이안와서,,
플래닛에서 썬콜을 처음 키웠는데 딸깍 사냥이 너무 지루하고 재미가없어서
결국 전사를 본캐로해서 170렙정도까지 쭉 재미있게 잘키웠습니다
제가 딸깍 캐릭터보다는 어느정도 타격감이 있는걸 원하는데
친구들은 그냥 무조건 보마/와헌/썬콜/렌 을 하라고 하더라구요 ㅜㅜ
누가봐도 좋아보이는 직업인데 제 가슴이 움직이질않아서,,,,,,,,,,,,
혹시 저에게 맞는 추천할만한 직업군이 있을까요 ?!",https://www.inven.co.kr/board/maple/2300/358461
챌섭 메린이 악세 질문!!,연차쓰고싶다,2026-06-29 20:20,"메쌤들 질문 하나 드려요
챌섭에서 썡으로 시작해서 이벤링 받아 쓰고있는데
보스 잡으려고 레잠옵을 스탯으로 쓰고있거든요
근데 유튜브 드메셋팅에 다 이벤링에 드메옵 달라해서
지금 스탯옵인 이벤링을 드메로 바꾸고
다른 악세를 보스용으로 사는건가요?
보스용 악세 사기 전까지 스펙 다운되는건 감수하고라도
드메셋팅부터 해야하는건가요?",https://www.inven.co.kr/board/maple/2300/358460
챌섭 에메랄드,요쾅,2026-06-29 20:15,본섭에서 하이퍼 버닝이랑 비욘드 다 썼는데 챌섭에서 에메랄드 찍는 거 불가능 할까요?,https://www.inven.co.kr/board/maple/2300/358459
데티해방 목표 칼리 vs 카데나,,2026-06-29 20:13,세렌까지 패턴 완벽숙지는 하고있는데 데티목표로 본캐로 꾸준히 할거면 둘중에 뭐가 더 나을까요 제로 카인 아크 이런거 해보긴했는데 저런애들하곤 격이 틀린애들같아서 고민이네요,https://www.inven.co.kr/board/maple/2300/358458
형들 레잠 어케써야 좋을까?,,2026-06-29 20:09,"여명4셋은 유닉 15~18% 했구.
무보엠은 다 레전이라서
4만점 레잠을 어케써야할지.
이제 돈이 떨어졌는데, 파는게 제일 좋겠지?
챌은 가고는 싶은데...ㅠㅠ 가난이 죄다",https://www.inven.co.kr/board/maple/2300/358457
메린이 검마 솔격 가능함??,Funnn,2026-06-29 19:44,"하드 진 힐라 배율 210퍼 연모 3트 찐모 2트해서 15분쯤에 잡았는데
검마 배율 124퍼 인데 솔격 가능함? 내일 하루종일 트라이 할 생각은 가지고 있음..
원래 2인 트라이 모아볼려 했는데 글 찾아보니까 120퍼 메린이도 가능하다 이런 글을 봐가지고..",https://www.inven.co.kr/board/maple/2300/358456
뉴비 자석펫 질문,,2026-06-29 19:33,"예전에 자석펫 뽑기한적이 있어서 본섭에 칸타빌레 딱 한마리 있는데
지금 와서 세트 맞춰주려니까 다른 애들이 250억씩 하더라고요.. 그럼 두마리 사면 500억인데..
근데 최신 기수 애들이 한마리에 150억씩 하던데 그냥 3석펫 할꺼면 최신 기수로 맞추는게 나은거죠..",https://www.inven.co.kr/board/maple/2300/358455
환산별 평균 잠재 합산,,2026-06-29 19:31,"250부위 제외하고
27에 유닠2줄  -> 37퍼
27에 1.5 줄 -> 39~40퍼
30에 1.5줄 -> 42-43퍼
30에 8 6 -> 44퍼
30에 2.5줄 -> 46-49퍼
30에 8 6 5 / 8 6 6 -> 50퍼
33에 8 6 -> 47퍼
33에 2.5줄 -> 49-52퍼
33에 8 6 5 / 8 6 6 -> 53퍼
36에 8 6 6 -> 56퍼
로 봤을때 별은 각 잠재에 맞는 밸런스라고 가정하고
유챔SSS -> 유에
7-8만급 -> 37퍼
8.5-9만급 39-40퍼
9.5-10만급 43퍼
10.5-11만급 45퍼
11.5만급 48퍼
12만급 50퍼
12.5만급 53퍼
13만급 54-55퍼
14만급 56퍼 이상
으로 보면 될까요?",https://www.inven.co.kr/board/maple/2300/358454
잠재 5줄로 전부위 하면 환산 몇까지 갈까요?,,2026-06-29 18:57,"환산 10~11만 목표로 하고있느느데
6줄은 가성비가 미친 것 같고
5줄로 전부위 할까 싶은데 환산 몇까지 노릴 수 있을까요?
직업은 렌입니다
그리고 보조, 엠블렘은 해방무기 큐브 돌려보고 결정해야겠죠...?",https://www.inven.co.kr/board/maple/2300/358452
뉴비 복귀 본캐 질문드립니다!,Mudcha,2026-06-29 18:29,"지금는 챌섭하고있는데 오래전에 접고 복귀를 했어서
옛날에 열심히 키우던 캐릭을 어찌 해야할지 몰라서 질문드려요 ㅠㅠ
스펙은 사진과 같고 나로 레벨은 263입니다!
템은 이대로 쭉 들고가서 레벨링만 해도 문제 없는 정도인가요!?
무자본으로 즐겼어서 좋은템이 아닌건 알고있지만 다시 무자본으로 즐길때 어디서부터 손봐야하는지 게임이 너무 바뀌어서 어렵네요 ㅠㅠ",https://www.inven.co.kr/board/maple/2300/358451
여장해봤다,어어나,2026-06-29 17:38,루컨마 27퍼 38억이면 괜찮은건가요? 살까말까 고민중인데,https://www.inven.co.kr/board/maple/2300/358449
200만메포 세팅으로 어디까지 갈 수 있나요?,메평수준,2026-06-29 17:28,"400만 메포로
에마3 윗마3 올이탈 띄우겠다고 3000억 큐브질해서 ㅈ망했는데...
결국 못띄웠지만 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
200만 메포면 어디까지 가능할까요?",https://www.inven.co.kr/board/maple/2300/358448
뉴비 다음 반지 잠재 어떻게 계획해가면 돼요?,어형사제,2026-06-29 17:04,"카오스링 어쩌다가 3줄 갑자기 떠서 그런데
남은 이벤트링 전용 큐브는
어디다가 써서 어떤 옵션 띄우면 될까요?
지금은 테네브리스+이터널링+실블링+시드링 끼고 있어요.",https://www.inven.co.kr/board/maple/2300/358447
챌섭 4여명 이후 템셋팅 방향성 질문드립니다.,철2권,2026-06-29 16:57,"이번 메이플 챌섭 제대로 키워볼려고합니다.
보조무기는 쌍레 보보마 마 4줄쓰고있고 150억으로 할수잇는 스펙업이뭐가있을까요.",https://www.inven.co.kr/board/maple/2300/358446
환산 2.5인데,토티날두사자,2026-06-29 16:51,환산2.5카이저인데 4만갈라면 뭐뭐 바꿔야할까요ㅠ,https://www.inven.co.kr/board/maple/2300/358445
똥블럼 방무 vs 공격력,,2026-06-29 16:39,"엠블럼 레전이고 공 12 방무 35 35 떠있습니다
챌섭에서 이거 끼고 방무 99% 뜨는데 공 21% 랑 비교하면 뭐가 더 좋을까요?
임블럼
공12 방무 35 35
Vs
공 21 + 잡
직업 보마",https://www.inven.co.kr/board/maple/2300/358444
뉴비 해방패스,Mudcha,2026-06-29 16:34,"강원기 디렉터 막바지에 접고
이번 첼섭으로 복귀한 뉴비인데...
어제 시작함 레벨 264이고
해방패스랑 첼섭패스 좋다해서 샀는데
해방에 대해서 1도 몰라서 공부를 하는데
맞는지 확인좀 부탁해유...
해방퀘는 지금 하드반레온 잡고 기운 500개 모으라고해서
이지루시드, 노말스데미, 노말가엔슬을 잡았고 주간보스 1마리 남아서 이지윌 도전중에 있는데
2트에서 자꾸 죽어서 계속 도전중입니다.
투력은 1200만 / 환산은 950만으로 나오네용
레벨업을 치면서 다음주부터 제 스펙으로 무슨 보스부터 돌면되는지와
이대로 레벨업만해도 첼섭끝날때까지 해방 문제없이 할 수 있는건가요...?
제가 접을때만해도 윌 하드스데미 이런애들 최소컷 스펙은 넘사여서 감이 안잡히네요...",https://www.inven.co.kr/board/maple/2300/358443
