title,category,views,question_intent
복귀한 메린…,기타,752,기타 질문
뉴비 도와주세요..,아이템,808,가능·적정성
메이플 완전 뉴비인데 챌섭 메소로 스펙업,기타,1047,우선순위
이벤트 장비 언제까지 써도 될까요,아이템,833,가능·적정성
챌섭 직업 질문좀요,직업,773,기타 질문
챌섭으로 시작한 뉴비인데요 하나도 모르겠어요,직업,1130,기타 질문
뉴비 레테 바뀐체급 어떤가용? 직업정하는데 섀도어 vs레테 그리고 팔라딘..,직업,1786,선택·추천
제네시스 해방 전투력 몇이어야 할까요?,기타,1865,가능·적정성
캡틴 레에 보조 보보방 40억이면 살만한가요,시세,1083,가격·시세
카오스 벨룸은 한주에 한번밖에 못잡나요?(뉴비),기타,1119,방법·공략
뉴비 mvp 블랙 박고 시작하려는데,아이템,1182,가격·시세
제논 스텟,직업,1119,방법·공략
뉴비 챌섭 누구키울까요?,직업,887,기타 질문
뉴비 질문드립니다,기타,698,가능·적정성
복귀유저 훈수좀 부탁함다.,기타,615,가격·시세
뉴비 질문입니다,아이템,645,기타 질문
연모 영약같은거 한번 써야 사용가능한건가요?,기타,725,가능·적정성
윈브 vs 보마,직업,747,선택·추천
아버 날려버렸으면 챌섭 하는 이유 크게 없겠죠?,퀘스트,914,기타 질문
유니크 엠블렘 보상에서 잠재능력이 없어요 ㅠㅠ 뉴비좀도와주세요 ㅠ,아이템,1038,방법·공략
직업추천 아델 vs 레테,직업,1213,선택·추천
챌섭뉴비 질문!,기타,757,우선순위
본섭 복귀할까 싶은데 질문 좀요...,퀘스트,605,선택·추천
복귀 할까 고민중입니다.,기타,688,가격·시세
복귀로 챌썹 렌 해보려는데,아이템,678,가능·적정성
루미 플위 형님들께 질문점 해봅니다,직업,592,기타 질문
뉴비 렌vs레떼 뭐하면되나요?,직업,930,선택·추천
블래스터 질문,직업,613,기타 질문
뉴비 어빌리티 값 질문이염,기타,715,기타 질문
복귀 유저인데 패스 질문 있습니다.,기타,653,기타 질문
최종 아란vs레테,직업,1241,선택·추천
"뉴비 보스 잡는 거 알려주실 분,,,,",기타,1635,기타 질문
복귀뉴비 하버로 본캐 변경 고민..,기타,778,기타 질문
보마vs레테,직업,2120,선택·추천
복귀 뉴비 직업 질문,직업,658,선택·추천
저번 버닝 시작 뉴비 레테 vs 듀블,직업,872,선택·추천
안녕하세요 메린이 복귀했는데 템셋팅을 어떻게 해야할까요,아이템,617,우선순위
아란 vs 레테,직업,1364,선택·추천
메린이 직업 추천좀 부탁드리겠습니다..,직업,769,선택·추천
요새 메이플 목표치를 알려주세요,기타,629,기타 질문
호영 섀도어 카데나중에 고민중입니다 뉴비 살려주세요,직업,613,선택·추천
메린이 보마 너프 질문,직업,1339,기타 질문
본캐 추천 받습니다 와헌 vs 보마 vs 레테,직업,1296,선택·추천
챌섭 메린이 템 세팅 질문있습니다!,아이템,945,가능·적정성
안녕하세요 인생처음 메이플해보는데 도와주세요 ㅠㅠ,기타,848,가능·적정성
뉴비 레테 하려는데 질문드립니다,아이템,1352,가격·시세
200억 정도 들고 챌섭 시작하는데,아이템,1617,가격·시세
뉴비 레테 렌?,직업,1771,기타 질문
진심본캐 나워? 제로?,직업,859,선택·추천
신규 직업 버프라던데,직업,13541,기타 질문
챌섭 뉴비 직업추천해주세요,직업,850,선택·추천
뉴비도 이번 달 검마 가능한가요??,기타,1496,가능·적정성
직업별 챌린저스 서버 시드링,직업,5883,선택·추천
작년 여름챌섭 복귀하려는데 원래끼던 도전자장비자리를 뭐로 맞춰야할까요,아이템,687,선택·추천
챌섭에서 키울 직업 질문이 있어요,직업,628,가능·적정성
안녕하세요 선생님들 직업추천 부탁드립니다,직업,732,선택·추천
메짱이 형님들 나로 vs 보마 동일스펙 어떤게 좋나요?,직업,718,선택·추천
뉴비 찐최종 듀블 VS 아델,직업,861,선택·추천
직업 뭐할지 아직도 못정했어요,직업,554,선택·추천
접슝좍 새계정으로 본섭 복귀하려는데,직업,677,선택·추천
이번 복귀 직업 추천좀;,직업,633,선택·추천
뉴비 150억 정도 들고 시작할거 같은대 질문좀...,기타,702,가격·시세
렌 나왔을때 잠깐했는데 복귀해도 같은 루트인가요?,기타,771,가능·적정성
